Rank	Ragione sociale	Partita IVA	P.IVA valida	Codice fiscale	CCIAA	N. REA	Forma giuridica	Indirizzo sede legale	CAP	Comune	Prov.	Regione	Capitale sociale (€)	ATECO	Attività (ATECO)	Settore	Data iscrizione	Stato attività	Fatturato (€)	Anno bilancio	Dipendenti	PEC	VIES	Denominazione VIES	Indirizzo VIES	Fonte dati anagrafici	Fonte classifica
400	UNITED PARCEL SERVICE ITALIA S.R.L.	08537690151	SI		MI	1228726	Societa' a Responsabilita' Limitata	Via Fantoli Gaudenzio 15/2 15	20138	Milano	MI	Lombardia	3329489	53.2	ALTRE ATTIVITA' POSTALI E DI CORRIERE	Servizi postali e attivita di corriere	15/12/1989	Attiva	780301091	2024	1043	amministrazione.ups@pec.it	SI	UNITED PARCEL SERVICE ITALIA SRL	VIA FANTOLI GAUDENZIO 15/2 15 20138 MILANO MI	https://www.aziende.it/united-parcel-service-italia-srl	topaziende.quotidiano.net
401	CONSORZI AGRARI D ITALIA - SOCIETA' PER AZIONI ANCHE IN BREVE C.A.I. S.P.A.	15386841009	SI	15386841009		1587135	SOCIETA' PER AZIONI	VIA VENTIQUATTRO MAGGIO 43	00187	ROMA	RM	Lazio	469357401	01631	Attivita' successive alla raccolta	Agricoltura e agroalimentare	03/10/2019	Attivo	779691911	2024	484		SI	'CONSORZI AGRARI D'ITALIA - SOCIETA' PER AZIONI' ANCHE IN BR	VIA VENTIQUATTRO MAGGIO 43 00187 ROMA RM	https://www.ufficiocamerale.it/7380/consorzi-agrari-ditalia-societa-per-azioni-anche-in-breve-cai-spa	aziende.it
402	UNIGRA S.P.A.	02403240399	SI	02403240399		198666	SOCIETA' PER AZIONI	VIA GARDIZZA 9/B	48017	CONSELICE	RA	Emilia-Romagna	19886000	10412	Produzione di altri oli vegetali	Produzione di olio raffinato o grezzo da semi oleosi o frutti oleosi	29/07/2011	Attivo	777087299	2024	780		SI	UNIGRA' SPA	VIA GARDIZZA 9/B 48017 CONSELICE RA	https://www.ufficiocamerale.it/9267/unigra-srl	topaziende.quotidiano.net
403	AVI.COOP SOCIETA' COOPERATIVA AGRICOLA IN BREVE: AVI.COOP S.C.A. OVVERO: AVI.COOP SOC. COOP. AGR	01247140401	SI	01247140401		184514	SOCIETA' COOPERATIVA	VIA DEL RIO 336	47522	CESENA	FC	Emilia-Romagna	1988272	01631	Attivita' successive alla raccolta	Coltivazioni agricole e produzione di prodotti animali	01/01/1981	Attivo	776473395	2024	4368		SI	AVI.COOP SOC.COOP.AGRICOLA	VIA DEL RIO 336 47522 CESENA FC	https://www.ufficiocamerale.it/5997/avicoop-societa-cooperativa-agricola-in-breve-avicoop-sca-ovvero-avicoop-soc-coop-agr	topaziende.quotidiano.net
404	HP ITALY S.R.L.	08954150960	SI	08954150960		2058259	SOCIETA' A RESPONSABILITA' LIMITATA	VIA CARLO DONAT CATTIN 5	20063	CERNUSCO SUL NAVIGLIO	MI	Lombardia	7000000	46501	Commercio all'ingrosso di computer, unita' periferiche e software	Commercio all'ingrosso di computer, apparecchiature informatiche	01/08/2015	Attivo	771733351	2024	304		SI	HP ITALY S.R.L.	VIA DONAT CATTIN 5 20063 CERNUSCO SUL NAVIGLIO MI	https://www.ufficiocamerale.it/3590/hp-italy-srl	topaziende.quotidiano.net
405	NEOS S.P.A.	08254440012	SI	08254440012		276558	SOCIETA' PER AZIONI	VIA DELLA CHIESA 68	21019	SOMMA LOMBARDO	VA	Lombardia	20000000	51101	Trasporto aereo di linea di passeggeri	Trasporto aereo di linea di passeggeri	16/07/2001	Attiva	768398441	2024	1310		SI	NEOS S.P.A.	VIA DELLA CHIESA 68 21019 SOMMA LOMBARDO VA	https://www.ufficiocamerale.it/1357/neos-spa	topaziende.quotidiano.net
406	GLAXOSMITHKLINE S.P.A.	00212840235	SI		VR	29640	SOCIETA' PER AZIONI	Viale Dell'agricoltura 7 Edif B25	37135	Verona	VR	Veneto	65250000	46.46.1	Commercio all'ingrosso di medicinali	Commercio all'ingrosso di medicinali	27/12/1932	Attiva	768310120	2024	863	gsk@gsk.legalmail.it	SI	GLAXOSMITHKLINE S.P.A.	VIALE DELL'AGRICOLTURA 7 EDIF B25 37135 VERONA VR	https://www.aziende.it/glaxosmithkline-s-p-a	aziende.it
407	HENKEL ITALIA S.R.L.	09299750969	SI		MI	2081815	Societa' a Responsabilita' Limitata	Via Carlo Amoretti 78	20157	Milano	MI	Lombardia	5000000	46.44.4	Commercio all'ingrosso di coltelleria, posateria e pentolame	Commercio all'ingrosso di articoli di porcellana e prodotti per la pulizia	09/12/2015	Attiva	765964831	2024	406	henkel.italia@pec.henkel.com	SI	HENKEL ITALIA SRL	VIA AMORETTI 78, 20157 MILANO MI	https://www.aziende.it/henkel-italia-s-r-l	topaziende.quotidiano.net
408	G.A. OPERATIONS S.P.A.	00159600360	SI	00159600360		1946400	SOCIETA' PER AZIONI	VIA BORGONUOVO 11	20121	MILANO	MI	Lombardia	24275795	14211	Fabbricazione in serie di abbigliamento esterno	Confezione di articoli di abbigliamento; confezione di articoli in pelle e pelliccia	30/12/2010	Attivo	765280444	2024	1284		NO			https://www.ufficiocamerale.it/4822/ga-operations-spa	topaziende.quotidiano.net
409	COOP ITALIA - SOCIETA' COOPERATIVA A R.L	01515921201	SI	00715170155	BO	82504	SOCIETA' COOPERATIVA	Via Del Lavoro 6-8	40033	Casalecchio di Reno	BO	Emilia-Romagna		46.19.04	Gruppi di acquisto; mandatari agli acquisti; buyer	Intermediari del commercio di vari prodotti		Attiva	764827297	2024			SI	COOP ITALIA SOCIETA' COOPERATIVA	VIA DEL LAVORO 6-8 40033 CASALECCHIO DI RENO BO	https://www.aziende.it/coop-italia-societa-cooperativa	topaziende.quotidiano.net
410	CONSORZIO NAZIONALE PER LA RACCOLTA, IL RICICLO E IL RECUPERO DEGLI IMBALLAGGI IN PLASTICA	12295820158	SI	12295820158		1544271	CONSORZIO	VIA DEL VECCHIO POLITECNICO 3	20121	MILANO	MI	Lombardia	325445	38213	Recupero dei materiali da rifiuti plastici	Attivita di supporto per le funzioni d'ufficio	05/11/1998	Attivo	764677639	2024	75		SI	CONSORZIO NAZIONALE PER LA RACCOLTA, IL RICICLO E IL RECUPER	VIA DEL VECCHIO POLITECNICO 3 20121 MILANO MI	https://www.ufficiocamerale.it/2440/consorzio-nazionale-per-la-raccolta-il-riciclo-e-il-recupero-degli-imballaggi-in-plastica	topaziende.quotidiano.net
411	HEIDELBERG MATERIALS ITALIA CEMENTI S.P.A.. IN FORMA ABBREVIATA HM ITALIA CEMENTI S.P.A.	00223700162	SI	00637110164		2705481	SOCIETÀ PER AZIONI	VIA LOMBARDIA 2/A	20068	PESCHIERA BORROMEO	MI	Lombardia	502661439	2351	Produzione di cemento	Fabbricazione di prodotti minerali	23/02/1865	Attiva	760819770	2024	1091		SI	HM ITALIA CEMENTI SPA	VIA LOMBARDIA 2/A 20068 PESCHIERA BORROMEO MI	https://www.ufficiocamerale.it/7584/italcementi-fabbriche-riunite-cemento-spa-bergamo	topaziende.quotidiano.net
412	SMURFIT WESTROCK ITALIA S.P.A.	02124341203	SI	07034140157		1891673	SOCIETA' PER AZIONI	VIA VINCENZO MONTI 12	20123	MILANO	MI	Lombardia	110000000	1721	Fabbricazione di carta, cartone ondulato e di imballaggi di carta e cartone	Fabbricazione di carta e cartone ondulato e imballaggi	17/11/2000	Attiva	760244358	2024	1967		SI	SMURFIT WESTROCK ITALIA S.P.A.	VIA MONTI VINCENZO 12 20123 MILANO MI	https://www.ufficiocamerale.it/9780/smurfit-kappa-italia-spa	topaziende.quotidiano.net
413	AMPLIA INFRASTRUCTURES S.P.A.	00904791001	SI		RM	526702	SOCIETA' PER AZIONI	Via Giulio Vincenzo Bona 95/101	00156	Roma	RM	Lazio	30116452	42.11	Costruzione di strade e autostrade	Costruzioni stradali	15/03/1985	Attiva	759547884	2025	1777	ampliaspa@pec.it	SI	AMPLIA INFRASTRUCTURES S.P.A.	VIA GIULIO VINCENZO BONA 95/101 00156 ROMA RM	https://www.aziende.it/amplia-infrastructures-s-p-a	aziende.it
414	ITALSCANIA S.P.A.	01632920227	SI	11749110158	TN	166337	SOCIETA' PER AZIONI	Via Di Spini 21	38121	Trento	TN	Trentino-Alto Adige	5000000	46.71.2	Commercio all'ingrosso di altri autoveicoli	Commercio all'ingrosso di veicoli industriali	26/11/1999	Attiva	759340803	2024	130	sih@legalmail.it	SI	ITALSCANIA S.P.A.	VIA DI SPINI 21 38121 TRENTO TN	https://www.aziende.it/italscania-s-p-a	aziende.it
415	SUZUKI ITALIA S.P.A.	01626560013	SI	01626560013	TO	511513	SOCIETA' PER AZIONI	Via Ettore De Sonnaz 19	10121	Torino	TO	Piemonte	10811500	46.73.1	Commercio all'ingrosso di legname, semilavorati in legno e legno artificiale	Commercio all'ingrosso di veicoli	07/01/1993	Attiva	753575666	2025	131	suzukiitalia@pecsoci.ui.torino.it	SI	SUZUKI ITALIA S.P.A.	VIA ETTORE DE SONNAZ 19 10121 TORINO TO	https://www.aziende.it/suzuki-italia-s-p-a	aziende.it
416	SNAM STOCCAGGIO S.P.A.	13271380159	SI	13271380159		1633445	SOCIETA' PER AZIONI	VIA VEZZA D'OGLIO 6	20139	MILANO	MI	Lombardia	152205500	49501	Trasporto mediante condotte di gas	Trasporto terrestre e trasporto mediante condotte	01/11/2001	Attivo	753368919	2024	78		SI	SNAM STOCCAGGIO S.P.A.	VIA VEZZA D'OGLIO 6, 20139 MILANO MI	https://www.ufficiocamerale.it/9207/stoccaggi-gas-italia-spa-o-in-forma-abbreviata-stogit-spa	topaziende.quotidiano.net
417	KUEHNE + NAGEL S.R.L.. CON UNICO SOCIO	02656660962	SI	09718030159	MI	1309844	SOCIETA' A RESPONSABILITA' LIMITATA	Via Marco Fabio Quintiliano 49/a	20138	Milano	MI	Lombardia	4589000	52.26	Altre attivita' di supporto ai trasporti	Magazzinaggio e attivita di supporto ai trasporti	01/06/1996	Attiva	749937717	2024	1813	kuehnenagel@pecsoci.ui.torino.it	SI	KUEHNE + NAGEL S.R.L. CON UNICO SOCIO	VIA MARCO FABIO QUINTILIANO 49/A, 20138 MILANO MI	https://www.aziende.it/kuehne-nagel-s-r-l	topaziende.quotidiano.net
418	DELOITTE CONSULTING S.R.L.SOCIETA' BENEFIT	03945320962	SI	03945320962	MI	258983	SOCIETA' A RESPONSABILITA' LIMITATA	Via Santa Sofia 28	20122	Milano	MI	Lombardia	4748838	70.20.09	Consulenza imprenditoriale e altre attivita' di consulenza gestionale n.c.a.	Altre attivita di consulenza imprenditoriale	16/05/2025	Attiva	749050075	2024	4943	dconsulting@deloitte.legalmail.it	SI	DELOITTE CONSULTING S.R.L.SOCIETA' BENEFIT	VIA SANTA SOFIA 28 20122 MILANO MI	https://www.aziende.it/deloitte-consulting-s-r-l-societa-benefit	topaziende.quotidiano.net
419	ARISTON S.P.A.	02853230429	SI	02853230429	AN	264015	Societa' per Azioni	Viale Aristide Merloni 45	60044	Fabriano	AN	Marche	30100000	27.90.09	Fabbricazione di altre apparecchiature elettriche nca	Fabbricazione di apparecchiature elettriche ed apparecchiature per uso domestico	05/06/2020	Attiva	748817367	2024	1451	ariston@pec.ariston.com	SI	ARISTON S.P.A.	VIALE ARISTIDE MERLONI 45 60044 FABRIANO AN	https://www.aziende.it/ariston-s-p-a	topaziende.quotidiano.net
420	CARGILL S.R.L.	12096330159	SI	12096330159	MI	1525837	Societa' a Responsabilita' Limitata	Via Spadolini 5	20141	Milano	MI	Lombardia	10000000	10.62	Produzione di amidi e di prodotti amidacei	Produzione di amidi e di prodotti amidacei	01/06/1997	Attiva	742538200	2024	652	cargill_srl@sicurezzapostale.it	SI	CARGILL S.R.L.	VIA SPADOLINI 5 20141 MILANO MI	https://www.aziende.it/cargill-s-r-l	topaziende.quotidiano.net
421	TELECOM ITALIA SPARKLE S.P.A.. ANCHE DENOMINATA IN FORMA ABBREVI TI SPARKLE	05305181009	SI	05305181009		874191	SOCIETÀ PER AZIONI	VIA DI MACCHIA PALOCCO 223	00125	ROMA	RM	Lazio	200000000	61	Telecomunicazioni	Telecomunicazioni	29/11/2000	Attivo	741397968	2025	550		SI	TELECOM ITALIA SPARKLE S.P.A. ANCHE DENOMINATA IN FORMA ABBR	VIA DI MACCHIA PALOCCO 223 00125 ROMA RM	https://www.ufficiocamerale.it/6334/telecom-italia-sparkle-spa-anche-denominata-in-forma-abbrevi-ti-sparkle	aziende.it
422	NETFLIX SERVICES ITALY S.R.L.	10641060966	SI	10641060966	RM	1652278	SOCIETA' A RESPONSABILITA' LIMITATA	Via Boncompagni 8-10	00187	Roma	RM	Lazio	10010000	59.13	Attivita' di distribuzione cinematografica, di video e di programmi televisivi	Distribuzione audiovisiva	05/04/2019	Attiva	741102375	2024	68	losgatosservicesitaly@legalmail.it	SI	NETFLIX SERVICES ITALY S.R.L.	VIA BONCOMPAGNI 8-10 00187 ROMA RM	https://www.aziende.it/netflix-services-italy-s-r-l	aziende.it
423	BOLTON FOOD S.P.A.	00197980139	SI	00197980139	CO	66295	SOCIETA' PER AZIONI	Via L Einaudi 18/22	22072	Cermenate	CO	Lombardia	31200000	10.13	Produzione di prodotti a base di carne (inclusa la carne di volatili)	Produzione di prodotti a base di carne (inclusa la carne di volatili)	10/04/1951	Attiva	737464138	2024	938	boltonfood@pec.it	SI	BOLTON FOOD S.P.A.	VIA L EINAUDI 18/22 22072 CERMENATE CO	https://www.aziende.it/bolton-food-s-p-a	topaziende.quotidiano.net
424	PRIMARK ITALY S.R.L.	02584500181	SI	02584500181	MI	2093584	SOCIETA' A RESPONSABILITA' LIMITATA	Via Della Palla 2 Milano	20123	Milano	MI	Lombardia	10000	47.71	Commercio al dettaglio di articoli di abbigliamento in esercizi specializzati	Commercio al dettaglio di articoli di abbigliamento	06/04/2016	Attiva	729731329	2024	5421	primarkitaly@legalmail.it	SI	PRIMARK ITALY S.R.L.	VIA DELLA PALLA 2 MILANO, 20123 MILANO MI	https://www.aziende.it/primark-italy-s-r-l	topaziende.quotidiano.net
425	EUROITALIA S.R.L.	00788550960	SI	04719670152		1033706	SOCIETA' A RESPONSABILITA' LIMITATA	VIA GALILEO GALILEI 5	20873	CAVENAGO DI BRIANZA	MB	Lombardia	46800	2042	Fabbricazione di profumi e cosmetici	Fabbricazione di profumi e cosmetici	30/06/1982	Attiva	729269649	2024	71		SI	EUROITALIA S.R.L.	VIA GALILEO GALILEI 5 20873 CAVENAGO DI BRIANZA MB	https://www.ufficiocamerale.it/2799/euroitalia-srl	topaziende.quotidiano.net
426	F.LLI LANDO S.P.A.	01782190282	SI		PD	180598	SOCIETA' PER AZIONI	Via Enrico Degli Scrovegni 1	35131	Padova	PD	Veneto	20015640	47.11.02	Commercio al dettaglio non specializzato con prevalenza di altri prodotti alimentari, bevande o tabacchi	Commercio al dettaglio non specializzato con prevalenza di altri prodotti alimentari, bevande o tabacchi	24/11/1983	Attiva	724831296	2024	1610	iperlando@pec.it	SI	F.LLI LANDO S.P.A.	VIA ENRICO DEGLI SCROVEGNI 1 35131 PADOVA PD	https://www.aziende.it/f-lli-lando-s-p-a	aziende.it
427	RAI PUBBLICITA' S.P.A.	00471300012	SI	00471300012	TO	108227	SOCIETA' PER AZIONI	Via Giovanni Carlo Cavalli 6	10138	Torino	TO	Piemonte	10000000	73.12	Attivita' delle concessionarie e degli altri intermediari di servizi pubblicitari	Pubblicita e media	09/04/1926	Attiva	722011552	2025	383	raipubblicita@pec.raipubblicita.it	SI	RAI PUBBLICITA' SPA	VIA GIOVANNI CARLO CAVALLI 6 10138 TORINO TO	https://www.aziende.it/rai-pubblicita-s-p-a	aziende.it
428	BAYER S.P.A.	05849130157	SI		MI	1042205	SOCIETA' PER AZIONI	Viale Certosa 130	20156	Milano	MI	Lombardia	103290000	46.46.1	Commercio all'ingrosso di medicinali	Commercio all'ingrosso (escluso quello di autoveicoli e di motocicli)	19/05/1980	Attiva	721948253	2024	605	legalerappresentante@bayerspa.legalmail.it	SI	BAYER SPA	VIALE CERTOSA 130, 20156 MILANO MI	https://www.aziende.it/bayer-s-p-a	topaziende.quotidiano.net
429	JENERGY S.P.A.	15928651007	SI	15928651007	RM	1623657	SOCIETA' PER AZIONI	Via Adolfo Rava' 49	00142	Roma	RM	Lazio	20000000	46.81	Commercio all'ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati	Commercio all'ingrosso di combustibili	28/12/2020	Attiva	721822830	2025	17	jenergyspa@legalmail.it	SI	JENERGY SPA	VIA ADOLFO RAVA' 49 00142 ROMA RM	https://www.aziende.it/jenergy-spa	aziende.it
430	CASA OLEARIA ITALIANA S.P.A.	01458780747	SI	01458780747		401686	Societa' per Azioni	Isola Della Giudecca 753/C	30133	Venezia	VE	Veneto	10000000	10.41.2	Produzione di olio raffinato o grezzo da semi oleosi o frutti oleosi prevalentemente non di produzione propria	Produzione di olio raffinato o grezzo da semi oleosi o frutti oleosi prevalentemente non di produzione propria	07/08/1990	Attiva	717357447	2024	41	casaolearia@legalmail.it	SI	CASA OLEARIA ITALIANA S.P.A	ISOLA DELLA GIUDECCA 753/C 30133 VENEZIA VE	https://www.aziende.it/casa-olearia-italiana-societa-per-azioni-in	aziende.it
431	SIELTE S.P.A.	03600700870	SI	00941910788	CT	102807	SOCIETA' PER AZIONI	Via Cerza 4	95027	San Gregorio Di Catania	CT	Sicilia	28000000	26.30.09	Fabbricazione di altre apparecchiature per le comunicazioni	Impianti per telecomunicazioni	30/04/2008	Attiva	713580983	2024	2146	direzione.sielte@legalmail.it	SI	SIELTE SPA	VIA CERZA 4 95027 SAN GREGORIO DI CATANIA CT	https://www.aziende.it/sielte-spa	aziende.it
432	SCOMMETTENDO S.R.L.	02037070741	SI	02037070741	BR	116175	SOCIETA' A RESPONSABILITA' LIMITATA	Via Massimo D'azeglio N 1	72018	San Michele Salentino	BR	Puglia	100000	92.00.09	Altre attivita' connesse con le lotterie e le scommesse	Scommesse e giochi	29/08/2006	Attiva	713338632	2024	27	scommettendo.it@pec.it	SI	SCOMMETTENDO S.R.L.	VIA MASSIMO D'AZEGLIO N 1 72018 SAN MICHELE SALENTINO BR	https://www.aziende.it/scommettendo-s-r-l	aziende.it
433	MIGROSS S.P.A.	00858310238	SI	00858310238	VR	162905	SOCIETA' PER AZIONI	Via Pietro Vassanelli 21/23	37012	Bussolengo	VR	Veneto	4160000	47.11.02	Commercio al dettaglio non specializzato con prevalenza di altri prodotti alimentari, bevande o tabacchi	Commercio al dettaglio non specializzato con prevalenza di altri prodotti alimentari, bevande o tabacchi	02/12/1980	Attiva	709919936	2024	1578	migross@legalmail.it	SI	MIGROSS S.P.A.	VIA PIETRO VASSANELLI 21/23 37012 BUSSOLENGO VR	https://www.aziende.it/migross-s-p-a	aziende.it
434	FENDI - SOCIETA' A RESPONSABILITA' LIMITATA CHE POTRA' ESSERE ABBREVIATA IN FENDI S.R.L.	00900421009	SI	00466430584		316816	Societa' a responsabilita' limitata	Palazzo della Civilta' Italiana, Quadrato della Concordia 3	00144	Roma	RM	Lazio	13291203			Moda e pelletteria			705863295	2024		fendi@legalmail.it	SI	FENDI - SOCIETA' A RESPONSABILITA' LIMITATA CHE POTRA' ESSER	QUADRATO DELLA CONCORDIA 3 00144 ROMA RM	https://www.fendi.com/it-it/legal-privacy-company-information	aziende.it
435	BRISTOL-MYERS SQUIBB S.R.L.	01726510595	SI		RM	438470	SOCIETA' A RESPONSABILITA' LIMITATA	Piazzale Dell'industria 40-46	00144	Roma	RM	Lazio	45000000	46.46.1	Commercio all'ingrosso di medicinali	Commercio all'ingrosso di medicinali	02/01/1971	Attiva	704579701	2024	357	bms.italia@cert.bms.com	SI	BRISTOL-MYERS SQUIBB SRL	PIAZZALE DELL'INDUSTRIA 40-46 00144 ROMA RM	https://www.aziende.it/bristol-myers-squibb-s-r-l	aziende.it
436	OSPEDALE S. RAFFAELE S.R.L.	07636600962	SI	07636600962	MI	1972938	SOCIETA' A RESPONSABILITA' LIMITATA	Via Olgettina 60	20132	Milano	MI	Lombardia	60817200	86.1	SERVIZI OSPEDALIERI	Assistenza sanitaria	11/05/2012	Attiva	703365801	2024	4398	hsrsanraffaele@hsr.postecert.it	SI	OSPEDALE S. RAFFAELE S.R.L. !!SAN RAFFAELE S.	VIA OLGETTINA 60 20132 MILANO MI	https://www.aziende.it/ospedale-san-raffaele-s-r-l	topaziende.quotidiano.net
437	ADAMANT BIONRG S.R.L.	08370430962	SI	08370430962	MI	2020943	SOCIETA' A RESPONSABILITA' LIMITATA	Via Vittor Pisani 7	20124	Milano	MI	Lombardia	5000000	46.81	Commercio all'ingrosso di combustibili solidi, liquidi, gassosi e di prodotti derivati	Commercio all'ingrosso di combustibili	30/09/2013	Attiva	702390290	2024	17	adamantbionrg@legalmail.it	SI	ADAMANT BIONRG S.R.L.	VIA VITTOR PISANI 7 20124 MILANO MI	https://www.aziende.it/adamant-bionrg-s-r-l	topaziende.quotidiano.net
438	LINDT & SPRUNGLI S.P.A.	00197480122	SI	00197480122	VA	194	SOCIETA' PER AZIONI	Largo Edoardo Bulgheroni 1	21056	Induno Olona	VA	Lombardia	5160000	10.82	Produzione di cacao, cioccolato, caramelle e confetterie	Produzione di cacao, cioccolato, caramelle e confetterie	11/05/1909	Attiva	690532761	2024	1395	lindt@certimprese.it	SI	'LINDT & SPRUNGLI S.P.A.' !!S.P.A.	LARGO EDOARDO BULGHERONI 1 21056 INDUNO OLONA VA	https://www.aziende.it/lindt-sprungli-s-p-a	topaziende.quotidiano.net
439	RAFFMETAL S.P.A.	00583790985	SI	00863430179	BS	212219	SOCIETA' PER AZIONI	Via Malpaga 82	25070	Casto	BS	Lombardia	100000000	24.42	Produzione di alluminio	Produzione di alluminio	01/02/1977	Attiva	690243019	2024	458	raffmetal@legalmail.it	SI	RAFFMETAL S.P.A.	VIA MALPAGA 82 25070 CASTO BS	https://www.aziende.it/raffmetal-s-p-a	topaziende.quotidiano.net
440	ASTRAZENECA S.P.A.	00735390155	SI	00735390155	MI	623771	Societa' per Azioni	Viale Decumano 39	20157	Milano	MI	Lombardia	39520000	46.46	Commercio all'ingrosso di prodotti farmaceutici	Commercio all'ingrosso	08/02/1963	Attiva	686815589	2024	1110	astrazeneca@pec.astrazeneca.it	SI	ASTRAZENECA S.P.A.	VIALE DECUMANO 39, 20157 MILANO MI	https://www.aziende.it/astrazeneca-s-p-a	topaziende.quotidiano.net
441	VITERRA ITALY S.R.L.	07109660964	SI	07109660964		1937521	Societa' a responsabilita' limitata	Via Vittor Pisani 16	20124	Milano	MI	Lombardia	5000000	46.21.1	Commercio all'ingrosso di cereali	Commercio all'ingrosso di cereali, tabacco grezzo, sementi	16/07/2010	Attiva	685874945	2024	35		NO			https://www.ufficiocamerale.it/3545/viterra-italy-srl	topaziende.quotidiano.net
442	GENERAL LOGISTICS SYSTEMS ENTERPRISE S.R.L.	04102770965	SI	04102770965		1725402	Societa' a responsabilita' limitata	Via Basento 19	20098	San Giuliano Milanese	MI	Lombardia	1021000	52.31	Attivita' di servizi di intermediazione per il trasporto di merci	Magazzinaggio e attivita di supporto ai trasporti	25/03/2004	Attiva	684863720	2024	794	gls-enterprise@pec.glspec.com	SI	GENERAL LOGISTICS SYSTEMS ENTERPRISE SRL	VIA BASENTO 19 20098 SAN GIULIANO MILANESE MI	https://www.aziende.it/general-logistics-systems-enterprise-s-r-l-i	topaziende.quotidiano.net
443	VEGA CARBURANTI S.P.A.	00167460278	SI		VE	97237	Societa' per Azioni	Via Alfredo Ceccherini 14	30174	Venezia	VE	Veneto	5000000	47.3	Commercio al dettaglio di carburante per autotrazione in esercizi specializzati	Commercio al dettaglio di carburante per autotrazione in esercizi specializzati	21/04/1980	Attiva	684228651	2024	191	vegacarburanti@pec.it	SI	VEGA CARBURANTI S.P.A.	VIA CECCHERINI 14 30174 VENEZIA VE	https://www.aziende.it/vega-carburanti-s-p-a	aziende.it
444	ALMAVIVA THE ITALIAN INNOVAT. COMPANY S.P.A.	08450891000	SI			1094997	Societa' per Azioni	Via Di Casal Boccone 188/190	00137	Roma	RM	Lazio	154899065	62.1	Attivita' di programmazione informatica	Informatica e software	23/03/2005	Attiva	682676419	2024	3699	almaviva@pec.almaviva.it	SI	ALMAVIVA THE ITALIAN INNOVAT. COMPANY S.P.A.	VIA DI CASAL BOCCONE 188/190 00137 ROMA RM	https://www.aziende.it/almaviva-the-italian-innovation-company-s-p	aziende.it
445	J.A.S. JET AIR SERVICE S.P.A.	01921910152	SI		MI	895555	SOCIETA' PER AZIONI	Via Merlo Carlo Giuseppe 3	20122	Milano	MI	Lombardia	20000000	52.31	Attivita' di servizi di intermediazione per il trasporto di merci	Magazzinaggio e supporto ai trasporti	19/02/1974	Attiva	682406157	2024	529	amministrazione@pec.jasitaly.com	SI	J.A.S. JET AIR SERVICE SPA	VIA MERLO CARLO GIUSEPPE 3 20122 MILANO MI	https://www.aziende.it/j-a-s-jet-air-service-spa	topaziende.quotidiano.net
446	TESLA ITALY S.R.L.	07024150968	SI		MI	1930145	Societa' a Responsabilita' Limitata	Via Vincenzo Bellini N 1	20009	Vittuone	MI	Lombardia	10000	47.81.1	Commercio al dettaglio di automobili e autoveicoli leggeri	Commercio all'ingrosso e al dettaglio di autoveicoli	26/04/2010	Attiva	681933057	2024	242	teslamotorsitaly@pec.it	SI	TESLA ITALY SRL	VIA VINCENZO BELLINI N 1 20009 VITTUONE MI	https://www.aziende.it/tesla-italy-s-r-l	topaziende.quotidiano.net
447	BSP PHARMACEUTICALS S.P.A.	02314650595	SI	02314650595	LT	161865	SOCIETA' PER AZIONI	Via Appia Km 65 561 Snc	04100	Latina	LT	Lazio	2800000	21.20.09	Fabbricazione di medicinali ed altri preparati farmaceutici	Farmaceutico	03/06/2008	Attiva	680628055	2025	1321	bsppharmaceuticals@pec.it	SI	BSP PHARMACEUTICALS S.P.A.	VIA APPIA KM 65 561 SNC 04100 LATINA LT	https://www.aziende.it/bsp-pharmaceuticals-s-p-a	aziende.it
448	RECORDATI INDUSTRIA CHIMICA E FARMACEUTICA S.P.A.	00748210150	SI			401832	Societa' per Azioni	Via Matteo Civitali 1	20148	Milano	MI	Lombardia	26140644	21.20.09	Fabbricazione di medicinali ed altri preparati farmaceutici	Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici	26/04/1949	Attiva	678930869	2024	1072	recordati@pec.recordati.it	SI	RECORDATI INDUSTRIA CHIMICA E FARMACEUTICA S.P.A. IN BREVE R	VIA MATTEO CIVITALI 1 20148 MILANO MI	https://www.aziende.it/recordati-industria-chimica-e-farmaceutica-s	topaziende.quotidiano.net
449	ARETI S.P.A.	05816611007	SI	05816611007	RM	930820	Societa' per Azioni	Piazzale Ostiense 2	00154	Roma	RM	Lazio	345000000	35.1	Produzione, Trasmissione e Distribuzione di Energia Elettrica	Distribuzione di energia elettrica	01/01/2000	Attiva	678250381	2024	1279	areti@pec.areti.it	SI	ARETI S.P.A.	PIAZZALE OSTIENSE 2 00154 ROMA RM	https://www.aziende.it/areti-s-p-a	aziende.it
450	AGRIFARMA S.P.A.	01067670990	SI	01421010487	GE	352822	SOCIETA' PER AZIONI	Via Roncaglia 12	20146	Milano	MI	Lombardia	1121363	47.76.2	Commercio al dettaglio di piccoli animali domestici	Commercio al dettaglio di fiori, piante, semi	26/06/1979	Attiva	676360101	2024	2995	info@pec.arcaplanet.net	SI	AGRIFARMA S.P.A.	VIA RONCAGLIA 12 20146 MILANO MI	https://www.aziende.it/agrifarma-s-p-a	topaziende.quotidiano.net
